芯片号,Label_Pass,Total_Indium_Height,Force_kg,Equipment_Temp,Vacuum_Level,Position_Code,Wafer_Index,Batch_ID,Calc_Circuit_Range,Indium_Taper_Zscore,Time_Seq_Day,编号,倒焊日期,压连情况(-1，0，1，2),电路端铟柱高度(μm),芯片端铟柱高度(μm),倒焊压力(kg),铟柱上底(CD),铟柱下底(CD),调平方式,电路激光数据1,电路激光数据2,电路激光数据3,电路激光数据4,芯片激光数据1,芯片激光数据2,芯片激光数据3,芯片激光数据4,电路铟柱高度1,电路铟柱高度2,电路铟柱高度3,电路铟柱高度4,电路铟柱高度5,芯片铟柱高度1,芯片铟柱高度2,芯片铟柱高度3,芯片铟柱高度4,芯片铟柱高度5,设备温度,Semiconductor_Source,Date_String,Process_Date,Leveling_Mode,Is_Pass
B241211-1-4# M1,1,13.17,22,19.8,-866.0,M1,4.0,1.0,,-0.0448743575939759,0,1,2025-01-03,0,6.56,6.61,22,6.24,11.18,激光,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-01-03,1,1
B241211-1-1# M4,1,13.03,22,19.7,-874.0,M4,1.0,1.0,,0.9512590114102056,13,2,2025-01-16,1,6.56,6.47,22,5.16,11.1,激光,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-01-16,1,1
B241211-1-1# M6,1,13.03,22,19.8,-874.0,M6,1.0,1.0,,0.9512590114102056,13,3,2025-01-16,1,6.56,6.47,22,5.16,11.1,十字,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-01-16,0,1
B241211-1-4# M8,1,13.17,22,19.8,-866.0,M8,4.0,1.0,,-0.0448743575939759,14,4,2025-01-17,1,6.56,6.61,22,6.24,11.18,激光,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-01-17,1,1
B241211-1-7# M1,1,12.94,22,19.8,-863.0,M1,7.0,1.0,,0.7022256691591602,15,5,2025-01-18,0,6.56,6.38,22,6.07,11.76,十字,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-01-18,0,1
B241211-1-1# M1,1,13.03,22,19.8,-865.0,M1,1.0,1.0,,0.9512590114102056,18,6,2025-01-21,0,6.56,6.47,22,5.16,11.1,激光,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-01-21,1,1
B241227-1-1# M3,1,12.9,22,19.8,-963.0,M3,1.0,1.0,,0.9512590114102056,18,7,2025-01-21,0,6.56,6.34,22,5.16,11.1,激光,,,,,,,,,,,,,,,,,,,,B,241227.0,2025-01-21,1,1
B241211-1-7# M4,1,12.23,22,19.8,-872.0,M4,7.0,1.0,,0.7022256691591602,46,8,2025-02-18,1,5.85,6.38,22,6.07,11.76,十字,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-02-18,0,1
B241211-1-7# M6,1,12.94,22,19.8,-874.0,M6,7.0,1.0,,0.7022256691591602,47,9,2025-02-19,1,6.56,6.38,22,6.07,11.76,十字,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-02-19,0,1
B241211-1-1# M7,1,12.32,22,19.8,-873.0,M7,1.0,1.0,,0.9512590114102056,47,10,2025-02-19,1,5.85,6.47,22,5.16,11.1,激光,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-02-19,1,1
B241211-1-7# M7,1,12.94,22,19.8,-870.0,M7,7.0,1.0,,0.7022256691591602,47,11,2025-02-19,0,6.56,6.38,22,6.07,11.76,激光,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-02-19,1,1
B241211-1-1# M3,1,13.03,22,19.8,-870.0,M3,1.0,1.0,,0.9512590114102056,47,12,2025-02-19,1,6.56,6.47,22,5.16,11.1,十字,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-02-19,0,1
B241211-1-7# M8,1,12.94,22,19.8,-875.0,M8,7.0,1.0,,0.7022256691591602,48,13,2025-02-20,1,6.56,6.38,22,6.07,11.76,十字,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-02-20,0,1
B241211-1-7# M9,1,12.94,22,19.8,-875.0,M9,7.0,1.0,,0.7022256691591602,48,14,2025-02-20,1,6.56,6.38,22,6.07,11.76,激光,,,,,,,,,,,,,,,,,,,,B,241211.0,2025-02-20,1,1
B250102-1-4# M3,1,,22,19.8,-882.0,M3,4.0,1.0,,,51,15,2025-02-23,0,,5.61,22,,,激光,,,,,,,,,,,,,,,,,,,,B,250102.0,2025-02-23,1,1
B250102-1-4# M7,0,11.46,18,19.8,-862.0,M7,4.0,1.0,,,54,16,2025-02-26,-1,5.85,5.61,18,,,激光,,,,,,,,,,,,,,,,,,,,B,250102.0,2025-02-26,1,0
B250102-1-4# M6,1,11.46,22,19.8,-863.0,M6,4.0,1.0,,,56,18,2025-02-28,0,5.85,5.61,22,,,激光,,,,,,,,,,,,,,,,,,,,B,250102.0,2025-02-28,1,1
B250102-1-4# M5,1,11.46,22,19.8,-863.0,M5,4.0,1.0,,,56,17,2025-02-28,1,5.85,5.61,22,,,十字,,,,,,,,,,,,,,,,,,,,B,250102.0,2025-02-28,0,1
B250102-1-4# M1,1,11.46,22,19.8,-863.0,M1,4.0,1.0,,,59,19,2025-03-03,0,5.85,5.61,22,,,十字,,,,,,,,,,,,,,,,,,,,B,250102.0,2025-03-03,0,1
B250102-1-4# M2,1,11.46,22,19.8,-863.0,M2,4.0,1.0,,,59,20,2025-03-03,1,5.85,5.61,22,,,激光,,,,,,,,,,,,,,,,,,,,B,250102.0,2025-03-03,1,1
B250102-1-4# M8,1,11.46,22,19.9,-864.0,M8,4.0,1.0,,,59,21,2025-03-03,0,5.85,5.61,22,,,十字,,,,,,,,,,,,,,,,,,,,B,250102.0,2025-03-03,0,1
B250102-1-4# M9,1,11.46,22,19.8,-864.0,M9,4.0,1.0,,,59,22,2025-03-03,0,5.85,5.61,22,,,十字,,,,,,,,,,,,,,,,,,,,B,250102.0,2025-03-03,0,1
B250119-1-2# M7,1,11.89,22,19.8,-860.0,M7,2.0,1.0,,0.5129603290483671,66,23,2025-03-10,1,5.85,6.04,22,6.06,11.56,激光,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-10,1,1
B250119-1-3# M6,1,11.91,22,19.8,-860.0,M6,3.0,1.0,,0.4133469921479475,66,24,2025-03-10,1,5.85,6.06,22,6.05,11.45,激光,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-10,1,1
B250119-1-1# M2,1,11.81,22,19.8,-859.0,M2,1.0,1.0,,0.9711816787902896,66,25,2025-03-10,1,5.85,5.96,22,6.11,12.07,十字,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-10,0,1
B250119-1-1# M1,1,11.81,22,19.8,-862.0,M1,1.0,1.0,,0.9711816787902896,67,26,2025-03-11,1,5.85,5.96,22,6.11,12.07,十字,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-11,0,1
B250119-1-1# M3,1,11.81,22,19.8,-866.0,M3,1.0,1.0,,0.9711816787902896,69,27,2025-03-13,1,5.85,5.96,22,6.11,12.07,十字,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-13,0,1
B250119-1-1# M4,1,11.81,22,19.8,-865.0,M4,1.0,1.0,,0.9711816787902896,69,28,2025-03-13,1,5.85,5.96,22,6.11,12.07,十字,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-13,0,1
B250119-1-1# M5,1,11.81,22,19.9,-869.0,M5,1.0,1.0,,0.9711816787902896,70,29,2025-03-14,0,5.85,5.96,22,6.11,12.07,激光,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-14,1,1
B250119-1-1# M6,1,11.81,22,19.9,-870.0,M6,1.0,1.0,,0.9711816787902896,70,30,2025-03-14,1,5.85,5.96,22,6.11,12.07,激光,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-14,1,1
B250122-1-2# M3,1,12.03,22,19.8,-871.0,M3,2.0,1.0,,,74,31,2025-03-18,1,5.85,6.18,22,,,十字,,,,,,,,,,,,,,,,,,,,B,250122.0,2025-03-18,0,1
B250119-1-1# M7,1,11.81,22,19.8,-869.0,M7,1.0,1.0,,0.9711816787902896,74,32,2025-03-18,1,5.85,5.96,22,6.11,12.07,十字,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-18,0,1
B250119-1-3# M2,1,11.91,22,19.8,-871.0,M2,3.0,1.0,,0.4133469921479475,75,34,2025-03-19,1,5.85,6.06,22,6.05,11.45,十字,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-19,0,1
B250119-1-3# M4,1,11.91,22,20.2,-871.0,M4,3.0,1.0,,0.4133469921479475,75,33,2025-03-19,1,5.85,6.06,22,6.05,11.45,激光,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-19,1,1
B250119-1-3# M5,1,11.91,22,19.8,-866.0,M5,3.0,1.0,,0.4133469921479475,75,35,2025-03-19,1,5.85,6.06,22,6.05,11.45,激光,,,,,,,,,,,,,,,,,,,,B,250119.0,2025-03-19,1,1
B250118-1-2# M3,1,11.53,20,19.9,-851.0,M3,2.0,1.0,,,80,37,2025-03-24,1,5.38,6.15,20,,,十字,,,,,,,,,,,,,,,,,,,,B,250118.0,2025-03-24,0,1
B250122-1-2# M6,1,12.03,20,19.9,-856.0,M6,2.0,1.0,,0.961220345100248,80,36,2025-03-24,1,5.85,6.18,20,5.64,11.59,激光,,,,,,,,,,,,,,,,,,,,B,250122.0,2025-03-24,1,1
B250122-1-2# M2,1,11.56,22,19.9,-847.0,M2,2.0,1.0,,0.961220345100248,82,38,2025-03-26,1,5.38,6.18,22,5.64,11.59,激光,,,,,,,,,,,,,,,,,,,,B,250122.0,2025-03-26,1,1
B250122-1-2# M5,1,11.56,22,19.8,-864.0,M5,2.0,1.0,,0.961220345100248,83,39,2025-03-27,1,5.38,6.18,22,5.64,11.59,激光,,,,,,,,,,,,,,,,,,,,B,250122.0,2025-03-27,1,1
B250118-1-2# M4,1,11.53,22,19.9,-862.0,M4,2.0,1.0,,,83,40,2025-03-27,1,5.38,6.15,22,,,激光,,,,,,,,,,,,,,,,,,,,B,250118.0,2025-03-27,1,1
B250122-1-2# M4,1,11.56,22,19.9,-863.0,M4,2.0,1.0,,0.961220345100248,83,41,2025-03-27,1,5.38,6.18,22,5.64,11.59,十字,,,,,,,,,,,,,,,,,,,,B,250122.0,2025-03-27,0,1
